AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.323666537561169,0.538020086083214,0.815877570540411,0.346724055475849,0.382113821138211,0.302247728359637,0.947871831659493,0.275944524151124,0.521759923481588,0.457197513151602,0.210425633668101,0.835007173601148,0.4519368723099,0.178861788617886,0.302247728359637,0.275944524151124,0.538020086083214,0.210425633668101,0.178861788617886,0.778574844571975,0.214729794356767,0.428503108560497,0.300813008130081,0.432329029172645,0.730750836920134,0.606408417025347,0.829746532759445,0.838833094213295,0.459110473457676,0.652797704447633,0.711142993782879,0.587757054041129,0.833094213295074,0.65662362505978,0.642276422764228,0.552845528455285,0.648971783835485,0.578192252510761,0.560019129603061,0.821616451458632,0.818747010999522,0.209947393591583,0003cdcc-86ed-494a-a3b5-90d09e96e06b.Kinect
0.323698593262827,0.443806791009087,0.306551889048302,0.823529411764706,0.188904830224773,0.497369679579149,0.140124342419895,0.664275466284075,0.521759923481588,0.729316116690579,0.912482065997131,0.63558106169297,0.222381635581062,0.76518412242946,0.497369679579149,0.664275466284075,0.443806791009087,0.912482065997131,0.76518412242946,0.493543758967001,0.164992826398852,0.37063605930177,0.361071257771401,0.835007173601148,0.983261597321856,0.733620277379244,0.625059780009565,0.727881396461024,0.841702534672406,0.619320899091344,0.378287900526064,0.441415590626495,0.670970827355332,0.721186035389766,0.826398852223816,0.805356288857006,0.848876135820182,0.889048302247728,0.816834050693448,0.307986609277858,0.248206599713056,0.457197513151602,003115c4-bdb8-491c-b571-8fcebdecf8ed.Kinect
0.848327109761258,0.603538976566236,0.373983739837398,0.346724055475849,0.590626494500239,0.341941654710665,0.298900047824008,0.276901004304161,0.62362505978001,0.658058345289335,0.244380679100909,0.63558106169297,0.95791487326638,0.243424198947872,0.341941654710665,0.276901004304161,0.603538976566236,0.244380679100909,0.243424198947872,0.709230033476805,0.35533237685318,0.339072214251554,0.245815399330464,0.286465805834529,0.306551889048302,0.321377331420373,0.544715447154472,0.687230989956958,0.698230511716882,0.947393591582975,0.378287900526064,0.733142037302726,0.670970827355332,0.65662362505978,0.642276422764228,0.690578670492587,0.648971783835485,0.578192252510761,0.555714968914395,0.218555714968914,0.235294117647059,0.107125777140124,00316bfb-ed43-489f-a55b-11c7f01c852d.Kinect
0.351332421616985,0.48493543758967,0.62362505978001,0.380200860832138,0.975131516021043,0.509325681492109,0.88857006217121,0.363462458153993,0.847441415590627,0.237207077953132,0.723577235772358,0.84648493543759,0.431850789096126,0.79531324725012,0.509325681492109,0.363462458153993,0.48493543758967,0.723577235772358,0.79531324725012,0.471066475370636,0.609756097560976,0.78909612625538,0.899091343854615,0.970827355332377,0.676231468197035,0.701099952175992,0.725011956001913,0.453371592539455,0.459110473457676,0.407938785270206,0.536585365853659,0.934002869440459,0.953610712577714,0.65662362505978,0.642276422764228,0.552845528455285,0.648971783835485,0.578192252510761,0.744619799139168,0.458153993304639,0.432807269249163,0.612625538020086,00607608-6f2f-459b-a69d-e14067489459.Kinect
0.627181015729114,0.860832137733142,0.657580105212817,0.745576279292205,0.552845528455285,0.375896700143472,0.483022477283596,0.388330942132951,0.521759923481588,0.387852702056432,0.210425633668101,0.63558106169297,0.095169775227164,0.37637494021999,0.375896700143472,0.388330942132951,0.860832137733142,0.210425633668101,0.37637494021999,0.471066475370636,0.880439980870397,0.479196556671449,0.534672405547585,0.650884744141559,0.457197513151602,0.417981826877092,0.544715447154472,0.121472979435677,0.459110473457676,0.483500717360115,0.439980870396939,0.441415590626495,0.670970827355332,0.65662362505978,0.642276422764228,0.552845528455285,0.648971783835485,0.578192252510761,0.308943089430894,0.805356288857006,0.774270683883309,0.15351506456241,007396ec-3463-4a05-915c-02244ff8d3de.Kinect
0.699399896745449,0.449067431850789,0.50310856049737,0.717838354854137,0.747967479674797,0.163079866092779,0.744141559062649,0.236250597800096,0.938307030129125,0.156384505021521,0.210425633668101,0.926829268292683,0.940219990435198,0.178861788617886,0.163079866092779,0.236250597800096,0.449067431850789,0.210425633668101,0.178861788617886,0.471066475370636,0.379244380679101,0.880439980870397,0.805834528933525,0.844093735054998,0.520325203252033,0.461023433763749,0.774748923959828,0.836441893830703,0.461501673840268,0.970349115255858,0.483022477283596,0.525107604017217,0.89765662362506,0.65662362505978,0.642276422764228,0.552845528455285,0.648971783835485,0.578192252510761,0.308943089430894,0.510282161645146,0.534194165471067,0.414155906264945,0079f495-1290-47cb-b408-e669c2a27706.Kinect
0.093201754965069,0.503586800573888,0.966044954567193,0.644189383070301,0.958871353419417,0.842180774748924,0.930176948828312,0.886657101865136,0.896700143472023,0.406982305117169,0.658536585365854,0.63558106169297,0.582496413199426,0.811095169775227,0.842180774748924,0.886657101865136,0.503586800573888,0.658536585365854,0.811095169775227,0.941654710664754,0.455762792922047,0.971305595408895,0.960306073648972,0.991869918699187,0.754662840746055,0.777618364418938,0.544715447154472,0.938307030129125,0.481587757054041,0.802008608321377,0.999043519846963,0.759445241511239,0.716403634624582,0.746054519368723,0.959827833572453,0.844093735054998,0.888091822094692,0.792443806791009,0.844093735054998,0.580105212816834,0.609756097560976,0.986609277857484,007ed623-a50d-47fc-941c-2e5868f8b183.Kinect
0.784539670142323,0.797704447632712,0.299378287900526,0.792443806791009,0.392635102821616,0.785270205643233,0.339072214251554,0.766140602582496,0.521759923481588,0.156384505021521,0.414634146341463,0.63558106169297,0.095169775227164,0.275466284074605,0.785270205643233,0.766140602582496,0.797704447632712,0.414634146341463,0.275466284074605,0.471066475370636,0.713534194165471,0.38546150167384,0.275466284074605,0.286465805834529,0.582496413199426,0.321377331420373,0.544715447154472,0.092778574844572,0.819703491152559,0.284552845528455,0.378287900526064,0.441415590626495,0.670970827355332,0.65662362505978,0.642276422764228,0.552845528455285,0.648971783835485,0.578192252510761,0.324246771879484,0.80726924916308,0.829268292682927,0.4519368723099,008acb13-1282-4f19-98bf-2abb7b32b383.Kinect
0.495761253231419,0.883787661406026,0.955045432807269,0.408895265423242,0.878048780487805,0.296987087517934,0.954088952654232,0.194165471066475,0.964131994261119,0.733142037302726,0.453849832615973,0.73792443806791,0.598756575801052,0.383070301291248,0.296987087517934,0.194165471066475,0.883787661406026,0.453849832615973,0.383070301291248,0.977044476327116,0.853658536585366,0.843615494978479,0.983739837398374,0.687709230033477,0.306551889048302,0.321377331420373,0.544715447154472,0.309899569583931,0.754662840746055,0.440459110473458,0.378287900526064,0.473935915829747,0.98804399808704,0.757532281205165,0.905308464849354,0.823051171688187,0.648971783835485,0.578192252510761,0.983739837398374,0.626972740315638,0.431850789096126,0.815877570540411,00cf2e7d-ea4e-4cf6-9d6f-592a55106d7a.Kinect
0.839869548249596,0.279770444763271,0.591582974653276,0.346724055475849,0.596843615494978,0.243424198947872,0.517934002869441,0.194165471066475,0.710186513629842,0.156384505021521,0.594930655188905,0.63558106169297,0.233859397417504,0.545671927307508,0.243424198947872,0.194165471066475,0.279770444763271,0.594930655188905,0.545671927307508,0.471066475370636,0.164992826398852,0.339072214251554,0.245815399330464,0.431372549019608,0.306551889048302,0.373027259684362,0.745576279292205,0.690100430416069,0.459110473457676,0.382113821138211,0.572931611669058,0.441415590626495,0.670970827355332,0.65662362505978,0.642276422764228,0.552845528455285,0.648971783835485,0.578192252510761,0.308943089430894,0.528455284552846,0.556193208990913,0.024390243902439,00d10cc8-0138-40f7-a213-2699e16e8669.Kinect
